,ID,DOI,complete,csv_post_title,crossref_API_out,title,DOI_API,title_API,title_match,DOI_match
34,1968,10.1016/j.vaccine.2015.12.021,"Ahmed T, Borthwick NJ, Gilmour J, Hayes P, Dorrell L, Hanke T. Control of HIV-1 replication in vitro by vaccine-induced human CD8(+) T cells through conserved subdominant Pol epitopes.   Feb;34(9):1215-24. doi: 10.1016/j.vaccine.2015.12.021. Epub 2016 Jan 16..",Control of HIV-1 replication in vitro by vaccine-induced human CD8(+) T cells through conserved subdominant Pol epitopes,"{'title': ['Control of HIV-1 replication in vitro by vaccine-induced human CD8+ T cells through conserved subdominant Pol epitopes'], 'DOI': '10.1016/j.vaccine.2015.12.021'}",['Control of HIV-1 replication in vitro by vaccine-induced human CD8+ T cells through conserved subdominant Pol epitopes'],10.1016/j.vaccine.2015.12.021,Control of HIV-1 replication in vitro by vaccine-induced human CD8+ T cells through conserved subdominant Pol epitopes,False,True
35,2038,,"Ahmed-Jushuf F, Jiwa NS, Arwani AS, Foot P, Bridges LR, Kalaria RN, Esiri MM, Hainsworth AH.. Age-dependent expression of VEGF-R2 in deep brain arteries in small vessel disease, CADASIL and healthy brains..   Mar 10;42 :110-15.","Age-dependent expression of VEGF-R2 in deep brain arteries in small vessel disease, CADASIL and healthy brains.","{'title': ['Age-dependent expression of VEGFR2 in deep brain arteries in small vessel disease, CADASIL, and healthy brains'], 'DOI': '10.1016/j.neurobiolaging.2016.03.002'}","['Age-dependent expression of VEGFR2 in deep brain arteries in small vessel disease, CADASIL, and healthy brains']",10.1016/j.neurobiolaging.2016.03.002,"Age-dependent expression of VEGFR2 in deep brain arteries in small vessel disease, CADASIL, and healthy brains",False,False
36,2397,10.1128/AAC.02169-16,"Ajileye A, Alvarez N, Merker M, Walker TM, Akter S, Brown K, et al. Some Synonymous and Nonsynonymous gyrA Mutations in Mycobacterium tuberculosis Lead to Systematic False-Positive Fluoroquinolone Resistance Results with the Hain GenoType MTBDRsl Assays. Antimicrob Agents Chemother. 2017;61(4).
",Some Synonymous and Nonsynonymous gyrA Mutations in Mycobacterium tuberculosis Lead to Systematic False-Positive Fluoroquinolone Resistance Results with the Hain GenoType MTBDRsl Assays.,"{'title': ['Some Synonymous and Nonsynonymous\n                    gyrA\n                    Mutations in Mycobacterium tuberculosis Lead to Systematic False-Positive Fluoroquinolone Resistance Results with the Hain GenoType MTBDR\n                    sl\n                    Assays'], 'DOI': '10.1128/aac.02169-16'}",['Some Synonymous and Nonsynonymous\n                    gyrA\n                    Mutations in Mycobacterium tuberculosis Lead to Systematic False-Positive Fluoroquinolone Resistance Results with the Hain GenoType MTBDR\n                    sl\n                    Assays'],10.1128/aac.02169-16,"Some Synonymous and Nonsynonymous
                    gyrA
                    Mutations in Mycobacterium tuberculosis Lead to Systematic False-Positive Fluoroquinolone Resistance Results with the Hain GenoType MTBDR
                    sl
                    Assays",False,True
37,1313,10.1093/brain/awu328,"Ajina S, Kennard C, Rees G, Bridge H. Motion area V5/MT+ response to global motion in the absence of V1 resembles early visual cortex.   Jan;138(Pt 1):164-78. doi: 10.1093/brain/awu328. Epub 2014 Nov 28.",Motion area V5/MT+ response to global motion in the absence of V1 resembles early visual cortex,None,None,None,,False,False
38,1448,10.1523/JNEUROSCI.3075-14.2015,"Ajina S, Rees G, Kennard C, Bridge H.. Abnormal contrast responses in the extrastriate cortex of blindsight patients.   May;35(21):8201-13. doi: 10.1523/JNEUROSCI.3075-14.2015..",Abnormal contrast responses in the extrastriate cortex of blindsight patients,None,None,None,,False,False
39,1270,,"Ajjan RA, Owen KR. Glucokinase MODY and implications for treatment goals of common forms of diabetes.   Dec;14(12):559.",Glucokinase MODY and implications for treatment goals of common forms of diabetes,None,None,None,,False,False
40,1055,10.1111/ajt.12737,"Akhtar MZ, Sutherland AI, Huang H, Ploeg RJ, Pugh CW.. The role of hypoxia-inducible factors in organ donation and transplantation: the current perspective and future opportunities..   Jul;14(7):1481-7. doi: 10.1111/ajt.12737. Epub 2014 Jun 6..",The role of hypoxia-inducible factors in organ donation and transplantation: the current perspective and future opportunities.,None,None,None,,False,False
41,2280,10.1111/bph.13666,"Akoumianakis I, Tarun A, Antoniades C. Perivascular adipose tissue as a regulator of vascular disease pathogenesis: identifying novel therapeutic targets.   Nov. 10.1111/bph.13666.",Perivascular adipose tissue as a regulator of vascular disease pathogenesis: identifying novel therapeutic targets,None,None,None,,False,False
42,954,,"Al Turki S, Manickaraj AK, Mercer CL, Gerety SS, Hitz MP, Lindsay S et al. Rare variants in NR2F2 cause congenital heart defects in humans.   Apr 3;94(4):574-85.",Rare variants in NR2F2 cause congenital heart defects in humans,None,None,None,,False,False
43,341,,"Albrechtsen A, Grarup N, Li Y, Sparso T, Tian G, Cao H  et al. Exome sequencing-driven discovery of coding polymorphisms associated with common metabolic phenotypes.   Feb;56(2):298-310.",Exome sequencing-driven discovery of coding polymorphisms associated with common metabolic phenotypes,None,None,None,,False,False
44,1117,,"Alexander Carvajal-GonzaÃ«Ã¢ lez, M. Isabel Leite, Patrick Waters, Mark Woodhall, Ester Coutinho, Bettina Balint, Bethan Lang, Philippa Pettingill, Aisling Carr, Una-Marie Sheerin, Raomand Press, Michael P. Lunn, Ming Lim, Paul Maddison, H.-M. Meinck, Wim Vandenberghe and Angela Vincent. Glycine receptor antibodies in PERM and related syndromes: characteristics, clinical features and outcomes.   Aug 20;137:2178-2192.","Glycine receptor antibodies in PERM and related syndromes: characteristics, clinical features and outcomes",None,None,None,,False,False
45,1104,10.1167/iovs.14-1454,"Alexander I, Cuthbertson FM, Ratnarajan G, Safa R, Mellington FE, Foster RG, Downes SMf K, Wulff K. Impact of cataract surgery on sleep in patients receiving either ultraviolet-blocking or blue-filtering intraocular lens implants.   Aug;55(8):4999-5004. doi:10.1167/iovs.14-1454.",Impact of cataract surgery on sleep in patients receiving either ultraviolet-blocking or blue-filtering intraocular lens implants,None,None,None,,False,False
46,2107,10.1073/pnas.1523597113,"Alexopoulou Z, Elschami M, Hurry ME, Goldberg AL, Ansorge O, Fulga TA et al. Deubiquitinase Usp8 regulates Î±-synuclein clearance and modifies its toxicity in Lewy body disease.   Aug 9;113(32):E4688-97 . doi: 10.1073/pnas.1523597113. Epub 2016 Jul 21.",Deubiquitinase Usp8 regulates Î±-synuclein clearance and modifies its toxicity in Lewy body disease,None,None,None,,False,False
47,175,,"Alfarawati S, Fragouli E, Colls P, Wells D. Embryos of Robertsonian translocation carriers exhibit a mitotic interchromosomal effect that enhances genetic instability during early development.   Oct;8(10):e1003025.",Embryos of Robertsonian translocation carriers exhibit a mitotic interchromosomal effect that enhances genetic instability during early development,None,None,None,,False,False
48,669,,"Ali ZA, Rinze R, Douglas G, Hu Y, Xiao Q, Qi W et al. Tetrahydrobiopterin determines vascular remodeling through enhanced endothelial cell survival and regeneration.   Sep 10;128(11 Suppl 1):S50-8.",Tetrahydrobiopterin determines vascular remodeling through enhanced endothelial cell survival and regeneration,None,None,None,,False,False
49,2270,10.1093/infdis/jiw452,"Alkaitis MS, Wang H, Ikeda AK, Rowley CA, MacCormick IJC, Suffredini AF, Roberts DJ, Taylor TE, Seydel KB, Ackerman HC. Decreased Rate of Plasma Arginine Appearance in Murine Malaria May Explain Hypoargininemia in Children With Malaria.   Dec 15;214(12):1840-1849. DOI:10.1093/infdis/jiw452.",Decreased Rate of Plasma Arginine Appearance in Murine Malaria May Explain Hypoargininemia in Children With Malaria,None,None,None,,False,False
50,2281,10.1093/ehjcvp/pvw034,"Alkhalil M, Chai JT, Choudhury RP. Plaque imaging to refine indications for emerging lipid-lowering drugs.    Eur Heart J Cardiovasc Pharmacother. 2017;3(1):58-67 . doi: 10.1093/ehjcvp/pvw034. Epub 2016 Nov 4.",Plaque imaging to refine indications for emerging lipid-lowering drugs,None,None,None,,False,False
51,2019,10.1016/j.jad.2016.06.049,"Allan CL, Sexton CE, Filippini N, Topiwala A, Mahmood A, Zsoldos E, Singh-Manoux A, Shipley MJ, Kivimaki M, Mackay CE, Ebmeier KP. Sub-threshold depressive symptoms and brain structure: A magnetic resonance imaging study within the Whitehall II cohort.   Jun 21;204:219-225. doi: 10.1016/j.jad.2016.06.049. [Epub ahead of print].",Sub-threshold depressive symptoms and brain structure: A magnetic resonance imaging study within the Whitehall II cohort,None,None,None,,False,False
52,1422,10.1192/bjp.bp.114.153536,"Allan CL, Zsoldos E, Filippini N, Sexton CE, Topiwala A, Valkanova V, Singh-Manoux A, Tab. Lifetime hypertension as a predictor of brain structure in older adults: cohort study with a 28-year follow up.   Apr;206(4):308-15. doi: 10.1192/bjp.bp.114.153536. Epub 2014 Dec 11.",Lifetime hypertension as a predictor of brain structure in older adults: cohort study with a 28-year follow up,None,None,None,,False,False
53,1827,10.1126/scitranslmed.aad5651,"Allman C, Amadi U, Winkler AM, Wilkins L, Filippini N, Kischka U, Stagg CJ, Johansen-Berg H. Ipsilesional anodal tDCS enhances the functional benefits of rehabilitation in patients after stroke.   Mar 16;8(330):1-8. doi; 10.1126/scitranslmed.aad5651.",Ipsilesional anodal tDCS enhances the functional benefits of rehabilitation in patients after stroke,None,None,None,,False,False
54,2071,10.1038/ncomms8211,"Allum F, Shao X, GuÃ©nard F, Simon MM, Busche S, Caron M et al. Characterization of functional methylomes by next-generation capture sequencing identifies novel disease-associated variants.   May 30;6:7211. doi:10.1038/ncomms8211.",Characterization of functional methylomes by next-generation capture sequencing identifies novel disease-associated variants,None,None,None,,False,False
55,563,10.1097/BOR.0b013e3283620163,"Al-Mossawi MH, Ridley A, Kiedel S, Bowness P. The role of natural killer cells, gamma delta T-cells and other innate immune cells in spondyloarthritis.   Jul;25(4):434-9. doi: 10.1097/BOR.0b013e3283620163..","The role of natural killer cells, gamma delta T-cells and other innate immune cells in spondyloarthritis",None,None,None,,False,False
56,1521,10.1042/BJ20150192,"Alshehri OM, Montague S, Watson S, Carter P, Sarker N, Manne BK, Miller JL, Herr AB, Pollitt AY, O'Callaghan CA, Kunapuli S, Arman M, Hughes CE, Watson SP.. Activation of glycoprotein VI (GPVI) and C-type lectin-like receptor-2 (CLEC-2) underlies platelet activation by diesel exhaust particles and other charged/hydrophobic ligands.   Jun 15;468(3):459-73. doi: 10.1042/BJ20150192. Epub 2015 Apr 7..",Activation of glycoprotein VI (GPVI) and C-type lectin-like receptor-2 (CLEC-2) underlies platelet activation by diesel exhaust particles and other charged/hydrophobic ligands,None,None,None,,False,False
57,291,10.2217/pme.13.33,"Alsolami R, Knight SJL, Schuh A.. Clinical application of targeted and genome-wide technologies: can we predict treatment responses in chronic lymphocytic leukemia?.   Jan;10(4):361-376. doi 10.2217/pme.13.33.",Clinical application of targeted and genome-wide technologies: can we predict treatment responses in chronic lymphocytic leukemia?,None,None,None,,False,False
58,1940,10.1900/RDS.2015.12.330,"Althari S, Gloyn AL.. When is it MODY? Challenges in the Interpretation of Sequence Variants in MODY Genes.   Oct;12(3-4):330-48. doi: 10.1900/RDS.2015.12.330   Epub 2016 Feb 10..",When is it MODY? Challenges in the Interpretation of Sequence Variants in MODY Genes,None,None,None,,False,False
59,1404,10.1111/dme.12647,"Alva ML, Gray A, Mihaylova B, Leal J, Holman RR. The impact of diabetes-related complications on healthcare costs: new results from the UKPDS (UKPDS 84)..   Apr;32(4):459-66. doi: 10.1111/dme.12647. Epub 2015 Jan 7..",The impact of diabetes-related complications on healthcare costs: new results from the UKPDS (UKPDS 84).,None,None,None,,False,False
60,1750,,"Al-Yahya E, Johansen-Berg H, Kischka U, Zarei M, Cockburn J, Dawes H. Prefrontal Cortex Activation While Walking Under Dual-Task Conditions in Stroke: A Multimodal Imaging Study..   Oct. pii: 1545968315613864. [Epub ahead of print].",Prefrontal Cortex Activation While Walking Under Dual-Task Conditions in Stroke: A Multimodal Imaging Study.,None,None,None,,False,False
61,1609,10.1016/j.brs.2015.04.010,"Amadi U, Allman C, Johansen-Berg H, Stagg CJ. The homeostatic interaction between anodal transcranial direct current stimulation and motor learning in humans is related to GABAA activity.   Sep;8(5). doi: 10.1016/j.brs.2015.04.010. Epub 2015 May 1.",The homeostatic interaction between anodal transcranial direct current stimulation and motor learning in humans is related to GABAA activity,None,None,None,,False,False
62,770,,"Amadi U, Ilie A, Johansen-Berg H, Stagg CJ. Polarity-specific effects of motor transcranial direct current stimulation on fMRI resting state networks..   Nov 25;88:155-161.",Polarity-specific effects of motor transcranial direct current stimulation on fMRI resting state networks.,None,None,None,,False,False
63,1798,10.1136/bmjopen-2015-010412,"Amar Rangan, Sheela Upadhaya, Sandra Regan, Francine Toye, Jonathan L Rees. Research priorities for shoulder surgery: results of the 2015 James Lind Alliance patient and clinician priority setting partnership.   Apr 11. e010412 doi:10.1136/bmjopen-2015-010412.",Research priorities for shoulder surgery: results of the 2015 James Lind Alliance patient and clinician priority setting partnership,None,None,None,,False,False
64,375,10.1093/cid/cis1006,"Ammerlaan H, Harbarth S, Rohner P, Herwaldt L, Pottinger J, Hanberger H, Lingaas E, Kuchenbecker R, Pires dos Santos R, Ziesing S, Kola A, Gastmeier P, Fitzpatrick F, Morris-Downes M, Seifert H, Kluytmans J, van Keulen P, Buiting A, Meessen N, Crook DW, Walker AS, Bonten M. Secular trends in nosocomial bloodstream infections: antibiotic-resistant bacteria increase the total burden of infection.   Mar;56(6):798-805. doi: 10.1093/cid/cis1006. Epub 2012 Dec 7.",Secular trends in nosocomial bloodstream infections: antibiotic-resistant bacteria increase the total burden of infection,None,None,None,,False,False
65,1602,10.1667/RR14150.1,"Anbalagan S, Biasoli D, Leszczynska KB, Mukherjee S, Hammond EM. In vitro radiosensitization of esophageal cancer cells with the aminopeptidase inhibitor CHR-2797.   Sep;184(3):259-65. doi: 10.1667/RR14150.1. Epub 2015 Aug 20..",In vitro radiosensitization of esophageal cancer cells with the aminopeptidase inhibitor CHR-2797,None,None,None,,False,False
