,ID,DOI,complete,csv_post_title,crossref_API_out
1655,1583,10.1002/ajmg.a.37083,"Piard J, RozÅ½ V, Czorny A, Lenoir M, Valduga M, Fenwick AL, Wilkie AO, Maldergem LV. TCF12 microdeletion in a 72-year-old woman with intellectual disability.   Aug;167A(8):1897-901. doi: 10.1002/ajmg.a.37083. Epub 2015 Apr 13..",TCF12 microdeletion in a 72-year-old woman with intellectual disability,"{'title': ['TCF12microdeletion in a 72-year-old woman with intellectual disability'], 'DOI': '10.1002/ajmg.a.37083'}"
1656,1213,10.1016/j.parkreldis.2014.03.014,"Picillo M, Barone P, Amboni M, Moccia M, Pellecchia MT.. Comment on Szewczyk-Krolikowski et al.: the influence of age and gender on motor and non-motor features of early Parkinson' s disease: initial findings from the Oxford Parkinson Disease Center (OPDC) discovery cohort.   Nov;20(11):1319-20. doi: 10.1016/j.parkreldis.2014.03.014. Epub 2014 Jul 17..",Comment on Szewczyk-Krolikowski et al.: the influence of age and gender on motor and non-motor features of early Parkinson's disease: initial findings from the Oxford Parkinson Disease Center (OPDC) discovery cohort,"{'title': [""Comment on Szewczyk-Krolikowski et\xa0al.: The influence of age and gender on motor and non-motor features of early Parkinson's disease: Initial findings from the Oxford Parkinson Disease Center (OPDC) discovery cohort""], 'DOI': '10.1016/j.parkreldis.2014.03.014'}"
1657,1295,,"Pickard JM, Botker HE, Crimi G, Davidson B, Davidson SM, Dutka D et al. Remote ischemic conditioning: from experimental observation to clinical application: report from the 8th Biennial Hatter Cardiovascular Institute Workshop.   Jan;110(1):453.",Remote ischemic conditioning: from experimental observation to clinical application: report from the 8th Biennial Hatter Cardiovascular Institute Workshop,"{'title': ['Remote ischemic conditioning: from experimental observation to clinical application: report from the 8th Biennial Hatter Cardiovascular Institute Workshop'], 'DOI': '10.1007/s00395-014-0453-6'}"
1658,283,,"Piechnik SK, Ferreira V, Neubauer S, Robson MD. Continuous quantitative mapping of multi-organ T1 relaxation times with ShMOLLI to assess dose response in respiratory challenges at 3T.   Jan;15(Suppl 1):W9.",Continuous quantitative mapping of multi-organ T1 relaxation times with ShMOLLI to assess dose response in respiratory challenges at 3T,"{'title': ['Continuous quantitative mapping of multi-organ T1 relaxation times with ShMOLLI to assess dose response in respiratory challenges at 3T'], 'DOI': '10.1186/1532-429x-15-s1-w9'}"
1659,288,,"Piechnik SK, Ferreira VM, Lewandowski AJ, Ntusi NA, Banerjee R, Holloway C et al. Normal variation of magnetic resonance T1 relaxation times in the human population at 1.5 T using ShMOLLI.   Jan;15:13.",Normal variation of magnetic resonance T1 relaxation times in the human population at 1.5 T using ShMOLLI,"{'title': ['Normal variation of magnetic resonance T1 relaxation times in the human population at 1.5 T using ShMOLLI'], 'DOI': '10.1186/1532-429x-15-13'}"
1660,1292,10.1007/s00429-013-0669-5,"Pienaar IS, Harrison IF, Elson JL, Bury A, Woll P, Simon AK, Dexter DT.. An animal model mimicking pedunculopontine nucleus cholinergic degeneration in Parkinson' s disease.   Jan;220:479-500. doi: 10.1007/s00429-013-0669-5. Epub 2013 Nov 29.",An animal model mimicking pedunculopontine nucleus cholinergic degeneration in Parkinson's disease,"{'title': ['An animal model mimicking pedunculopontine nucleus cholinergic degeneration in Parkinson’s disease'], 'DOI': '10.1007/s00429-013-0669-5'}"
1661,273,,"Pike LR, Singleton DC, Buffa F, Abramczyk O, Phadwal K, Li JL, Simon AK, Murray JT, Harris AL. Transcriptional up-regulation of ULK1 by ATF4 contributes to cancer cell survival.   Jan(449):389-400.",Transcriptional up-regulation of ULK1 by ATF4 contributes to cancer cell survival,"{'title': ['Transcriptional up-regulation of ULK1 by ATF4 contributes to cancer cell survival'], 'DOI': '10.1042/bj20120972'}"
1662,843,,"Pimentel MAF, Clifton DA, Clifton L, Tarassenko L. A review of novelty detection.   Jan;99:215-249.",A review of novelty detection,"{'title': ['Two separate, but interacting, neural systems for familiarity and novelty detection: A dual-route mechanism'], 'DOI': '10.1002/hipo.22241'}"
1663,393,10.1007/s11517-013-1059-0,"Pimentel MAF, Clifton DA, Clifton L, Watkinson PJ, Tarassenko L. Modelling physiological deterioration in post-operative patient vital-sign data.   Mar 21;51(8):869-877. doi.10.1007/s11517-013-1059-0.",Modelling physiological deterioration in post-operative patient vital-sign data,"{'title': ['Modelling physiological deterioration in post-operative patient vital-sign data'], 'DOI': '10.1007/s11517-013-1059-0'}"
1664,1228,10.1016/j.neuroimage.2014.08.002,"Pineda-Pardo JA, Bru. Guiding functional connectivity estimation by structural connectivity in MEG: an application to discrimination of conditions of mild cognitive impairment.   Nov 1;101:765-77. doi: 10.1016/j.neuroimage.2014.08.002. Epub 2014 Aug 8.",Guiding functional connectivity estimation by structural connectivity in MEG: an application to discrimination of conditions of mild cognitive impairment,"{'title': ['Guiding functional connectivity estimation by structural connectivity in MEG: an application to discrimination of conditions of mild cognitive impairment'], 'DOI': '10.1016/j.neuroimage.2014.08.002'}"
1665,1584,10.1038/bjc.2015.281,"Pinheiro M, Pinto C, Peixoto A, Veiga I, Lopes P, Henrique R, Baldaia H, Carneiro F, Seruca R, Tomlinson I, Kovac M, Heinimann K, Teixeira MR. Target gene mutational pattern in Lynch syndrome colorectal carcinomas according to tumour location and germline mutation.   Aug;113(4):686-92. doi: 10.1038/bjc.2015.281. Epub 2015 Aug 6..",Target gene mutational pattern in Lynch syndrome colorectal carcinomas according to tumour location and germline mutation,"{'title': ['Target gene mutational pattern in Lynch syndrome colorectal carcinomas according to tumour location and germline mutation'], 'DOI': '10.1038/bjc.2015.281'}"
1666,727,,"Pinho-Gomes AC, Reilly S, Brandes RP, Casadei B. Targeting inflammation and oxidative stress in atrial fibrillation: role of 3-hydroxy-3-methylglutaryl-coenzyme A reductase inhibition with statins.   Oct 19.",Targeting inflammation and oxidative stress in atrial fibrillation: role of 3-hydroxy-3-methylglutaryl-coenzyme A reductase inhibition with statins,"{'title': ['Targeting Inflammation and Oxidative Stress in Atrial Fibrillation: Role of 3-Hydroxy-3-Methylglutaryl-Coenzyme A Reductase Inhibition with Statins'], 'DOI': '10.1089/ars.2013.5542'}"
1667,59,,"Pinnick KE, Neville MJ, Fielding BA, Frayn KN, Karpe F, Hodson L. Gluteofemoral adipose tissue plays a major role in production of the lipokine palmitoleate in humans.   Jun;61(6):1399-403.",Gluteofemoral adipose tissue plays a major role in production of the lipokine palmitoleate in humans,"{'title': ['Gluteofemoral Adipose Tissue Plays a Major Role in Production of the Lipokine Palmitoleate in Humans'], 'DOI': '10.2337/db11-1810'}"
1668,1217,10.2337/db14-0385,"Pinnick KE, Nicholson G, Manolopoulos KN, McQuaid SE, Valet P, Frayn KN, Denton N, Min JL, Zondervan KT, Fleckner J, MolPAGE Consortium, McCarthy MI, Holmes CC, Karpe F., MCQuaid SE. Distinct developmental profile of lower-body adipose tissue defines resistance against obesity-associated metabolic complications.   Nov;63(12):4378-87. doi: 10.2337/db14-0319. Epub 2014 Jun 19..",Distinct developmental profile of lower-body adipose tissue defines resistance against obesity-associated metabolic complications,"{'title': ['Distinct Developmental Profile of Lower-Body Adipose Tissue Defines Resistance Against Obesity-Associated Metabolic Complications'], 'DOI': '10.2337/db14-0385'}"
1669,672,,"Pinter K, Grignani RT, Watkins H, Redwood C. Localisation of AMPK gamma subunits in cardiac and skeletal muscles.   Sep 14.",Localisation of AMPK gamma subunits in cardiac and skeletal muscles,"{'title': ['Localisation of AMPK γ subunits in cardiac and skeletal muscles'], 'DOI': '10.1007/s10974-013-9359-4'}"
1670,1720,10.1002/jbmr.2797,"Piret SE, Gorvin CM, Pagnamenta AT, Howles SA, Cranston T, Rust N et al. Identification of a g-protein subunit-alpha11 gain-of-function mutation, Val340Met, in a family with autosomal dominant hypocalcemia type 2 (ADH2).   Jan 28. doi: 10.1002/jbmr.2797. [Epub ahead of print].","Identification of a g-protein subunit-alpha11 gain-of-function mutation, Val340Met, in a family with autosomal dominant hypocalcemia type 2 (ADH2)","{'title': ['Identification of a G-Protein Subunit-α11 Gain-of-Function Mutation, Val340Met, in a Family With Autosomal Dominant Hypocalcemia Type 2 (ADH2)'], 'DOI': '10.1002/jbmr.2797'}"
1671,2150,10.1002/ajmg.a.37755,"Piret SE, Gorvin CM, Trinh A, Taylor J, Lise S, Taylor JC et al. Autosomal dominant osteopetrosis associated with renal tubular acidosis is due to a CLCN7 mutation.   Nov;170(11):2988-2992. doi: 10.1002/ajmg.a.37755. Epub 2016 Aug 19.",Autosomal dominant osteopetrosis associated with renal tubular acidosis is due to a CLCN7 mutation,"{'title': ['Autosomal dominant osteopetrosis associated with renal tubular acidosis is due to aCLCN7mutation'], 'DOI': '10.1002/ajmg.a.37755'}"
1672,1451,10.1016/j.ahj.2015.01.011,"Pitcher A, Emberson J, Lacro RV, Sleeper LA, Stylianou M, Mahony L, Pearson GD, Groenink M, Mulder BJ, Zwinderman AH, De Backer J, De Paepe AM, Arbustini E, Erdem G, Jin XY, Flather MD, Mullen MJ, Child AH, Forteza A, Evangelista A, Chiu HH, Wu MH, Sandor G, Bhatt AB, Creager MA, Devereux RB, Loeys B, Forfar JC, Neubauer S, Watkins H, Boileau C, Jondeau G, Dietz HC, Baigent C.. Design and rationale of a prospective, collaborative meta-analysis of all randomized controlled trials of angiotensin receptor antagonists in Marfan syndrome, based on individual patient data: A report from the Marfan Treatment Trialists'  Collaboration.   May;169(5):605-12. doi: 10.1016/j.ahj.2015.01.011. Epub 2015 Feb 12..","Design and rationale of a prospective, collaborative meta-analysis of all randomized controlled trials of angiotensin receptor antagonists in Marfan syndrome, based on individual patient data: A report from the Marfan Treatment Trialists' Collaboration",None
1673,747,10.1016/S1473-3099(13)70200-7,"Planche TD, Davies KA, Coen PG, Finney JM, Monahan IM, Morris KA, O'Connor L, Oakley SJ, Pope CF, Wren MW, Shetty NP, Crook DW, Wilcox MH. Differences in outcome according to Clostridium difficile testing method: a prospective multicentre diagnostic validation study of C difficile infection.   Nov;13(11):936-45. doi: 10.1016/S1473-3099(13)70200-7. Epub 2013 Sep 3..",Differences in outcome according to Clostridium difficile testing method: a prospective multicentre diagnostic validation study of C difficile infection,"{'title': ['Differences in outcome according to Clostridium difficile testing method: a prospective multicentre diagnostic validation study of C difficile infection'], 'DOI': '10.1016/s1473-3099(13)70200-7'}"
1674,948,10.1038/ejhg.2013.244,"Plant K, Fairfax BP, Makino S, Vandiedonck C, Radhakrishnan J, Knight JC. Fine mapping genetic determinants of the highly variably expressed MHC gene ZFP57.   Apr;22(4):568-71. doi: 10.1038/ejhg.2013.244. Epub 2013 Nov 6.",Fine mapping genetic determinants of the highly variably expressed MHC gene ZFP57,"{'title': ['Fine mapping genetic determinants of the highly variably expressed MHC gene ZFP57'], 'DOI': '10.1038/ejhg.2013.244'}"
1675,1345,10.1016/j.jpsychires.2014.11.016,"Platt B, Campbell CA, James AC, Murphy SE, Cooper MJ, Lau JY. Cognitive reappraisal of peer rejection in depressed versus non-depressed adolescents: Functional connectivity differences.   Feb;61:73-80. doi: 10.1016/j.jpsychires.2014.11.016. Epub 2014 Dec 6.",Cognitive reappraisal of peer rejection in depressed versus non-depressed adolescents: Functional connectivity differences,"{'title': ['Cognitive reappraisal of peer rejection in depressed versus non-depressed adolescents: Functional connectivity differences'], 'DOI': '10.1016/j.jpsychires.2014.11.016'}"
1676,1672,10.7717/peerj.1372,"Platt B, Murphy SE, Lau JY. The association between negative attention biases and symptoms of depression in a community sample of adolescents.   Oct;3:e1372. doi: 10.7717/peerj.1372. eCollection 2015.",The association between negative attention biases and symptoms of depression in a community sample of adolescents,"{'title': ['The association between negative attention biases and symptoms of depression in a community sample of adolescents'], 'DOI': '10.7717/peerj.1372'}"
1677,1122,,"Poidvin A, TouzÅ½ E, Ecosse E, Landier F, BÅ½jot Y, Giroud M, Rothwell PM, Carel JC, Coste J., Touze E. Growth hormone treatment for childhood short stature and risk of stroke in early adulthood..   Aug 26(83(9)):780-6.",Growth hormone treatment for childhood short stature and risk of stroke in early adulthood.,"{'title': ['Debate: Idiopathic short stature should be treated with growth hormone'], 'DOI': '10.1111/j.1440-1754.2012.02465.x'}"
1678,1666,10.15252/emmm.201505344,"Poli M, Ori A, Child T, Jaroudi S, Spath K, Beck M et al. Characterization and quantification of proteins secreted by single human embryos prior to implantation.   Oct;7(11):1465-79. doi: 10.15252/emmm.201505344.",Characterization and quantification of proteins secreted by single human embryos prior to implantation,"{'title': ['Characterization and quantification of proteins secreted by single human embryos prior to implantation'], 'DOI': '10.15252/emmm.201505344'}"
1679,1268,10.1152/jn.00051.2014,"Poliakov E, Stokes MG, Woolrich MW, Mantini D, Astle DE. Modulation of alpha power at encoding and retrieval tracks the precision of visual short-term memory.   Dec 1;112(11):2939-45. doi: 10.1152/jn.00051.2014. Epub 2014 Sep 10.",Modulation of alpha power at encoding and retrieval tracks the precision of visual short-term memory,"{'title': ['Modulation of alpha power at encoding and retrieval tracks the precision of visual short-term memory'], 'DOI': '10.1152/jn.00051.2014'}"
1680,412,10.1136/archdischild-2012-303103,"Pollard AJ, Green C, Sadarangani M, Snape MD. Adolescents need a booster of serogroup C meningococcal vaccine to protect them and maintain population control of the disease.   Apr;98(4):248-51. doi: 10.1136/archdischild-2012-303103.",Adolescents need a booster of serogroup C meningococcal vaccine to protect them and maintain population control of the disease,"{'title': ['Adolescents need a booster of serogroup C meningococcal vaccine to protect them and maintain population control of the disease'], 'DOI': '10.1136/archdischild-2012-303103'}"
1681,247,,"Pollard AJ, Savulescu J, Oxford J, Hill AV, Levine MM, Lewis DJ, Read RC, Graham DY, Sun W, Openshaw P, Gordon SB. Human microbial challenge: the ultimate animal model.   Dec;12(12):903-5.",Human microbial challenge: the ultimate animal model,"{'title': ['Human microbial challenge: the ultimate animal model'], 'DOI': '10.1016/s1473-3099(12)70292-x'}"
1682,1033,,Pollard AJ. Meningococcal disease prevention in India.   Jun 8;51(6):445-6.,Meningococcal disease prevention in India,"{'title': ['Neonatal meningococcal disease'], 'DOI': '10.1111/jpc.13856'}"
