FinalDOI,ID,complete,api_add,times_cited,recent_citations,highly_cited_1,highly_cited_5,highly_cited_10,relative_citation_ratio,field_citation_ratio,license
10.1371/journal.ppat.1004954,1520,"adland e, paioni p, thobakgale c, laker l, mori l, muenchhoff m, csala a, clapson m, flynn j, novelli v, hurst j, naidoo v, shapiro r, huang kh, frater j et al. discordant impact of hla on viral replicative capacity and disease progression in pediatric and adult hiv infection.   jun 15;11(6). e1004954. doi: 10.1371/journal.ppat.1004954. ecollection 2015..","{'doi': '10.1371/journal.ppat.1004954', 'times_cited': 26, 'recent_citations': 9, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.57, 'field_citation_ratio': 5.74, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",26.0,9.0,False,False,False,1.57,5.74,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1038/mt.2016.83,2209,"afolabi mo, tiono ab, adetifa uj, yaro jb, drammeh a, nã©biã© i et al. safety and immunogenicity of chad63 and mva me-trap in west african children and infants.   aug;24(8):1470-7. doi: 10.1038/mt.2016.83. epub 2016 apr 25.","{'doi': '10.1038/mt.2016.83', 'times_cited': 22, 'recent_citations': 10, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 2.33, 'field_citation_ratio': 5.17, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",22.0,10.0,False,False,False,2.33,5.17,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1016/j.jaci.2014.04.031,1223,"aguilar c, lenoir c, lambert n, bã•å’gue b, brousse n, canioni d, berrebi d, roy m, gå½rart s, chapel h, schwerd t, siproudhis l, schã•_ppi m, al-ahmari a, mori m, yamaide a, galicier l, neven b, routes j, uhlig hh, koletzko s, patel s, kanegane h, picard c, fischer a, bensussan nc, ruemmele f, hugot jp, latour s. characterization of crohn disease in x-linked inhibitor of apoptosis-deficient male patients and female symptomatic carriers.   nov;134(5):1131-41. doi: 10.1016/j.jaci.2014.04.031. epub 2014 jun 15..","{'doi': '10.1016/j.jaci.2014.04.031', 'times_cited': 48, 'recent_citations': 14, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 2.06, 'field_citation_ratio': 8.03, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",48.0,14.0,False,False,False,2.06,8.03,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1016/j.aca.2013.08.051,1152,"ahmad-tajudin a, adler b, ekstrã•_m s, marko-varga g, malm j, lilja h, laurell t. maldi-target integrated platform for affinity-captured protein digestion.   sep 11;807:01-aug. [epub 2013 sep 11].","{'doi': '10.1016/j.aca.2013.08.051', 'times_cited': 8, 'recent_citations': 0, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.79, 'field_citation_ratio': 1.58, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",8.0,0.0,False,False,False,0.79,1.58,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1016/j.jns.2015.08.392,2016,"ahmed s, baker i, husain m, thompson s, kipps c, hornberger m, hodges jr, butler cr.. memory impairment at initial clinical presentation in posterior cortical atrophy..   apr 23;52(4):1245-50.. doi: 10.3233/jad-160018.","{'doi': '10.1016/j.jns.2015.08.392', 'times_cited': 0, 'recent_citations': 0, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': None, 'field_citation_ratio': 0.0, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",0.0,0.0,False,False,False,,0.0,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1136/jnnp-2015-312945,2015,"ahmed s, baker i, thompson s, husain m, butler cr.. utility of testing for apraxia and associated features in dementia..   jun 1(pii: jnnp-2015-312945. doi: 10.1136/jnnp-2015-312945.). epubmed ahead of print.","{'doi': '10.1136/jnnp-2015-312945', 'times_cited': 14, 'recent_citations': 10, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.59, 'field_citation_ratio': 7.31, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",14.0,10.0,False,False,False,1.59,7.31,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1080/23279095.2014.1003067,1639,"ahmed s, brennan l, eppig j, price cc, lamar m, delano-wood l, bangen kj, edmonds ec, clark l, nation da, jak a, au r, swenson r, bondi mw, libon dj.. visuoconstructional impairment in subtypes of mild cognitive impairment.   sep 23:1-10..","{'doi': '10.1080/23279095.2014.1003067', 'times_cited': 8, 'recent_citations': 4, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.47, 'field_citation_ratio': 3.17, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",8.0,4.0,False,False,False,1.47,3.17,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1016/j.vaccine.2015.12.021,1968,"ahmed t, borthwick nj, gilmour j, hayes p, dorrell l, hanke t. control of hiv-1 replication in vitro by vaccine-induced human cd8(+) t cells through conserved subdominant pol epitopes.   feb;34(9):1215-24. doi: 10.1016/j.vaccine.2015.12.021. epub 2016 jan 16..","{'doi': '10.1016/j.vaccine.2015.12.021', 'times_cited': 22, 'recent_citations': 10, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.77, 'field_citation_ratio': 5.68, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",22.0,10.0,False,False,False,1.77,5.68,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1016/j.neurobiolaging.2016.03.002,2038,"ahmed-jushuf f, jiwa ns, arwani as, foot p, bridges lr, kalaria rn, esiri mm, hainsworth ah.. age-dependent expression of vegf-r2 in deep brain arteries in small vessel disease, cadasil and healthy brains..   mar 10;42 :110-15.","{'doi': '10.1016/j.neurobiolaging.2016.03.002', 'times_cited': 9, 'recent_citations': 5, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.57, 'field_citation_ratio': 3.04, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",9.0,5.0,False,False,False,0.57,3.04,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1128/aac.02169-16,2397,"ajileye a, alvarez n, merker m, walker tm, akter s, brown k, et al. some synonymous and nonsynonymous gyra mutations in mycobacterium tuberculosis lead to systematic false-positive fluoroquinolone resistance results with the hain genotype mtbdrsl assays. antimicrob agents chemother. 2017;61(4).","{'doi': '10.1128/aac.02169-16', 'times_cited': 12, 'recent_citations': 9, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 2.05, 'field_citation_ratio': 8.89, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",12.0,9.0,False,False,False,2.05,8.89,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1093/brain/awu328,1313,"ajina s, kennard c, rees g, bridge h. motion area v5/mt+ response to global motion in the absence of v1 resembles early visual cortex.   jan;138(pt 1):164-78. doi: 10.1093/brain/awu328. epub 2014 nov 28.","{'doi': '10.1093/brain/awu328', 'times_cited': 44, 'recent_citations': 26, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 3.01, 'field_citation_ratio': 11.71, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",44.0,26.0,False,False,False,3.01,11.71,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1523/jneurosci.3075-14.2015,1448,"ajina s, rees g, kennard c, bridge h.. abnormal contrast responses in the extrastriate cortex of blindsight patients.   may;35(21):8201-13. doi: 10.1523/jneurosci.3075-14.2015..","{'doi': '10.1523/jneurosci.3075-14.2015', 'times_cited': 12, 'recent_citations': 5, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.02, 'field_citation_ratio': 3.19, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",12.0,5.0,False,False,False,1.02,3.19,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
