ID,FinalDOI,Themes
2047,10.1093/brain/aww048,Functional Neurosciences and Imaging
2048,10.1016/s0140-6736(16)30468-8,Dementia and Cerebrovascular Disease
2049,10.1111/hex.12479,Patient and Public Involvement
2050,10.1016/j.celrep.2016.03.091,Diabetes
2051,10.2337/db15-1489,Diabetes
2052,10.1016/j.vaccine.2016.06.038,Vaccines
2053,10.1056/nejmc1511646,"Blood, Genomic Medicine"
2054,10.1007/s00439-016-1652-z,Genomic Medicine
2055,10.1002/humu.23010,Genomic Medicine
2056,10.1016/j.mod.2017.04.122,Genomic Medicine
2057,10.1038/nature19105,Genomic Medicine
2058,10.1038/leu.2016.134,Genomic Medicine
2059,10.1200/jco.2016.66.5844,Genomic Medicine
2060,10.1093/jac/dkw177,Infection
2061,10.1038/srep20596,Cancer
2062,10.1002/eji.201545969,Immunity and Inflammation
2063,10.1111/bjh.14177,"Cancer, Molecular Diagnostics"
2064,10.1007/s40271-016-0172-1,Molecular Diagnostics
2065,10.1093/ije/dyw053,Prevention and Population Care
2066,10.1056/nejmc1509501,Surgical Innovation and Evaluation
2067,10.1167/tvst.5.3.10,Surgical Innovation and Evaluation
2068,10.1097/01.ogx.0000525563.08750.03,Cancer
2069,10.1016/j.stemcr.2016.01.013,"Dementia and Cerebrovascular disease, Functional Neurosciences and Imaging"
2070,10.1056/NEJMoa1507652,Cardiovascular
2071,10.1038/ncomms9016,Genomic Medicine
2073,10.1038/ncomms8208,Blood
2074,10.2337/db14-0988,Genomic Medicine
2075,10.1093/hmg/ddv472,Genomic Medicine
2076,10.1093/ije/dyv094,Diabetes
2077,10.1007/s00109-015-1296-9,Diabetes
2078,10.1038/ncomms10495,Diabetes
2079,10.1038/ng.3300,Diabetes
2081,10.2337/db14-1456,Genomic Medicine
2082,10.2337/db16-0361,"Diabetes, Genomic Medicine"
2083,10.1136/heartjnl-2015-309201,Cardiovascular
2084,10.1108/jhom-02-2015-0027,Patient and Public Involvement
2085,10.1016/s1474-4422(16)30139-9,Health Economics
2086,10.1016/s2213-8587(15)00377-0,Prevention and Population Care
2087,10.3310/pgfar04030,Dementia and Cerebrovascular disease
2088,10.1177/2047487316651982,Prevention and Population Care
2089,10.3399/bjgp16x686149,Prevention and Population Care
2090,10.1371/journal.pone.0158765,Prevention and Population Care
2091,10.1186/s13034-016-0110-y,Patient and Public Involvement
2092,10.1128/aac.00840-16,Infection
2093,10.1016/s1473-3099(16)30157-8,Infection
2094,10.1016/j.cmi.2015.10.034,Infection
2095,10.1136/bmjopen-2015-010969,Infection
2096,10.1016/s2214-109x(16)30168-1,Prevention and Population Care
2097,10.1136/heartjnl-2016-309706,Prevention and Population Care
2098,10.1016/S2352-3018(16)30087-X,Prevention and Population Care
2099,10.1136/heartjnl-2015-309223,Prevention and Population Care
2100,10.1007/s40140-016-0171-8,Prevention and Population Care
2101,10.1111/his.13024,Molecular Diagnostics
2103,10.1371/journal.pone.0162809,"Cardiovascular, Genomic Medicine"
2104,10.1177/1747493016661565,Dementia and Cerebrovascular Disease
2105,10.1016/j.neuroimage.2016.07.018,"Cognitive Health, Functional Neurosciences and Imaging"
2106,10.1016/j.jneumeth.2016.08.002,Functional Neurosciences and Imaging
2107,10.1073/pnas.1523597113,Dementia and Cerebrovascular Disease
2108,10.1093/brain/aww214,Dementia and Cerebrovascular Disease
2109,10.1259/bjr.20160110,"Cancer, Functional Neurosciences and Imaging"
2110,10.1016/j.diabres.2016.07.004,Diabetes
2111,10.1093/brain/aww124,"Cognitive Health, Functional Neurosciences and Imaging"
2112,10.1016/j.cortex.2016.06.002,Cognitive Health
2113,10.1037/pag0000105,Cognitive Health
2114,10.1162/jocn_a_00952,Cognitive Health
2115,10.1016/j.gaitpost.2016.08.028,Cognitive Health
2116,10.1136/bmjresp-2016-000138,Translational Physiology
2117,10.1111/resp.12573,Translational Physiology
2118,10.1126/sciadv.1600560,Translational Physiology
2119,10.1016/j.antiviral.2016.08.002,"Immunity and Inflammation, Vaccines"
2120,10.1186/s13073-016-0345-5,Immunity and Inflammation
2121,10.1084/jem.20160258,Immunity and Inflammation
2122,10.1016/j.jaad.2016.06.016,Immunity and Inflammation
2123,10.1016/j.dib.2016.08.046,Immunity and Inflammation
2124,10.1136/annrheumdis-2016-209512,Immunity and Inflammation
2125,10.1128/jcm.00330-16,Immunity and Inflammation
2126,10.1002/hep.28568,Immunity and Inflammation
2127,10.3390/vaccines4030027,Immunity and Inflammation
2129,10.1038/nrgastro.2016.132,Immunity and Inflammation
2130,10.1016/j.antiviral.2016.07.016,Immunity and Inflammation
2131,10.1186/s12879-016-1656-2,Immunity and Inflammation
2132,10.1111/cei.12778,Immunity and Inflammation
2133,10.1016/j.jaci.2016.04.059,Immunity and Inflammation
2134,10.1093/ecco-jcc/jjw159,Immunity and Inflammation
2135,10.1016/s2213-2600(16)00046-1,Immunity and Inflammation
2136,10.1002/acn3.311,Immunity and Inflammation
2137,10.1007/s10608-016-9795-8,Cognitive Health
2138,10.1016/j.msard.2016.02.014,Immunity and Inflammation
2139,10.1136/jnnp-2015-312601,Immunity and Inflammation
2140,10.1016/B978-0-444-63432-0.00009-8,Immunity and Inflammation
2141,10.1111/epi.13356,Dementia and Cerebrovascular Disease
2142,10.1111/dmcn.13090,Immunity and Inflammation
2143,10.1016/s1474-4422(15)00401-9,Immunity and Inflammation
2144,10.1136/annrheumdis-2015-207544,Immunity and Inflammation
2145,10.1212/wnl.0000000000002807,Genomic Medicine
2146,10.1016/j.ajhg.2016.05.019,Genomic Medicine
2147,10.1093/hmg/ddw227,Genomic Medicine
2148,10.1038/nature18642,Genomic Medicine
2149,10.1038/nature19057,Genomic Medicine
2150,10.1002/ajmg.a.37755,Genomic Medicine
2151,10.1038/gim.2016.90,"Cardiovascular, Genomic Medicine"
2152,10.1038/ng.3632,"Diabetes, Genomic Medicine"
2153,10.3324/haematol.2016.144063,Genomic Medicine
2154,10.1038/nature19806,Genomic Medicine
2155,10.1016/j.ajhg.2016.06.032,Genomic Medicine
2156,10.1038/gim.2016.109,Genomic Medicine
2158,10.1167/iovs.15-18364,Surgical Innovation and Evaluation
2159,10.1038/srep29784,Surgical Innovation and Evaluation
2160,10.1089/hgtb.2016.086,Surgical Innovation and Evaluation
2161,10.1016/j.ebiom.2016.06.048,"Cancer, Surgical Innovation and Evaluation"
2162,10.1159/000447713,Blood
2163,10.1146/annurev-nutr-071715-050731,Blood
2164,10.1016/j.ccell.2016.06.020,Blood
2165,10.1111/hex.12500,Other BRC Funded Work
2166,10.1186/s12014-016-9126-9,Blood
2167,10.1111/tme.12264,Blood
2168,10.1111/tme.12219,Blood
2169,10.1111/tme.12295,Blood
2170,10.1111/aogs.12862,Prevention and Population Care
2171,10.1111/trf.13696,Blood
2172,10.1136/bmjopen-2016-011752,Blood
2173,10.1111/vox.12435,Blood
2174,10.1056/nejmc1515969,Blood
2175,10.1001/jamaoncol.2016.2466,Blood
2176,10.1016/j.jclinepi.2016.05.008,Other BRC Funded Work
2177,10.1111/trf.13789,Other BRC Funded Work
2178,10.1002/jcb.25488,Blood
2179,10.1158/0008-5472.can-15-3062,Blood
2180,10.1016/j.jbior.2016.08.001,Blood
2181,10.1016/j.ebiom.2016.07.017,Cancer
2182,10.1016/j.ejca.2016.05.005,Cancer
2183,10.1038/onc.2016.256,Cancer
2184,10.1634/theoncologist.2015-0014,Cancer
2185,10.1056/nejmsb1607705,Cancer
2186,10.1002/ccd.26782,Cardiovascular
2187,10.1161/jaha.116.003515,Cardiovascular
2189,10.1161/circulationaha.116.021594,Cardiovascular
2190,10.1016/j.jacc.2016.03.597,Cardiovascular
2191,10.1186/s12961-016-0126-z,Cardiovascular
2192,10.1002/jmri.25392,Cardiovascular
2193,10.1161/circulationaha.116.022931,Cardiovascular
2194,10.1186/s12872-016-0355-7,Cardiovascular
2195,10.1161/hypertensionaha.116.07586,Cardiovascular
2196,10.1002/nbm.3886,"Cardiovascular, Functional Neurosciences and Imaging"
2197,10.1093/eurheartj/ehw215,Cardiovascular
2198,10.5083/ejcm.20424884.147,Cardiovascular
2199,10.1371/journal.pone.0160235,Cognitive Health
2200,10.1016/j.neuroimage.2016.05.031,Functional Neurosciences and Imaging
2201,10.7554/elife.15292,Cognitive Health
2202,10.1016/j.neurobiolaging.2016.07.007,Functional Neurosciences and Imaging
2203,10.1002/stem.2388,Functional Neurosciences and Imaging
2204,10.1542/peds.2017-2475rrrr,Immunity and Inflammation
2205,10.1038/srep33598,Cardiovascular
2206,10.1371/journal.ppat.1005782,Immunity and Inflammation
2207,10.1371/journal.ppat.1005661,Immunity and Inflammation
2208,10.1136/gutjnl-2016-311433,Immunity and Inflammation
2209,10.1038/mt.2016.83,Vaccines
2210,10.1016/j.vaccine.2016.09.007,Vaccines
2211,10.1001/jama.2016.11236,Vaccines
2212,10.1542/peds.2015-3945,Vaccines
2213,10.1016/s1473-3099(16)30201-8,Vaccines
2214,10.1371/journal.pntd.0004926,Vaccines
2215,10.1136/bmjopen-2016-011680,Vaccines
2216,10.1016/j.coi.2016.05.014,Vaccines
2217,10.1186/s12889-016-3672-y,Prevention and Population Care
2218,10.1186/s12913-016-1555-7,Prevention and Population Care
2219,10.3324/haematol.2016.142141,Blood
2220,10.1371/journal.pone.0162136,Surgical Innovation and Evaluation
2221,10.1016/j.chest.2016.07.012,Translational Physiology
2222,10.1136/bmjopen-2016-013401,"Immunity and Inflammation, patient and public involvement"
2223,10.1080/0142159x.2016.1210109,Patient and Public Involvement
2224,10.1111/hex.12519,Patient and Public Involvement
2225,10.1159/000450546,"Cognitive Health, Dementia and Cerebrovascular Disease, Functional Neurosciences and Imaging"
2226,10.1111/bdi.12453,Cognitive Health
2227,10.1016/j.cortex.2016.08.013,Cognitive Health
2228,10.1371/journal.pone.0164174,Cognitive Health
2229,10.1016/j.psychres.2016.10.018,Cognitive Health
2230,10.3389/fpsyg.2016.00260,Cognitive Health
2231,10.1186/s12913-016-1834-3,Patient and Public Involvement
2232,10.1097/ccm.0000000000001950,"Cardiovascular, Translational Physiology"
2233,10.1111/anae.13601,Translational Physiology
2234,10.1111/bjd.14908,Immunity and Inflammation
2235,10.1186/s13073-016-0384-y,Immunity and Inflammation
2236,10.1016/j.ajhg.2016.09.023,Immunity and Inflammation
2238,10.12688/wellcomeopenres.9952.1,Immunity and Inflammation
2239,10.12688/wellcomeopenres.9917.1,Immunity and Inflammation
2241,10.1002/hep.28819,Immunity and Inflammation
2242,10.1002/hep.28533,Immunity and Inflammation
2243,10.1038/gt.2016.54,Surgical Innovation and Evaluation
2244,10.1167/iovs.16-20230,Surgical Innovation and Evaluation
2245,10.1038/ncomms13537,Surgical Innovation and Evaluation
2246,10.1167/tvst.5.6.10,Surgical Innovation and Evaluation
2247,10.1016/j.ajhg.2016.07.017,Genomic Medicine
2248,10.18632/oncotarget.12818,Genomic Medicine
2249,10.1530/jme-16-0124,Genomic Medicine
2250,10.2337/db16-0628,Genomic Medicine
2251,10.1038/gim.2016.147,Genomic Medicine
2252,10.1002/ccr3.663,Genomic Medicine
2253,10.1038/ng.3676,Genomic Medicine
2254,10.1016/s1470-2045(16)30172-3,Genomic Medicine
2255,10.1038/srep36874,Genomic Medicine
2256,10.1136/jmedgenet-2016-104215,Genomic Medicine
2257,10.1158/1055-9965.epi-16-0147,Genomic Medicine
2258,10.1136/jmedgenet-2016-103839,Genomic Medicine
2259,10.1016/j.rbmo.2016.08.011,Genomic Medicine
2260,10.1161/circgenetics.116.001431,Genomic Medicine
2261,10.1177/2055207616671461,"Biomedical Informatics and Technology, Prevention and Population Care"
2262,10.2196/jmir.6556,Biomedical Informatics and Technology
2263,10.1080/10428194.2016.1195501,Blood
2264,10.1038/leu.2016.149,Blood
2265,10.3324/haematol.2016.155655,Blood
2266,10.1111/bjh.14221,Blood
2267,10.1016/j.ccell.2016.10.008,Blood
2268,10.1016/j.exphem.2016.11.003,Blood
2269,10.1016/j.cell.2016.10.042,Blood
2270,10.1093/infdis/jiw452,Blood
2271,10.1038/ng.3745,Blood
2272,10.1210/en.2016-1802,Blood
2273,10.1111/trf.13862,Blood
2274,10.1097/mcc.0000000000000354,Blood
2275,10.1186/s12864-016-3134-z,Blood
2276,10.1016/j.radonc.2016.08.001,Cancer
2277,10.1016/j.radonc.2016.10.023,Cancer
2278,10.1080/15384101.2016.1235846,Blood
2279,10.1158/1078-0432.ccr-16-1562,"Cancer, Surgical Innovation and Evaluation"
2280,10.1111/bph.13666,Cardiovascular
2281,10.1093/ehjcvp/pvw034,Cardiovascular
2282,10.1097/hjh.0000000000001192,Cardiovascular
2283,10.1016/j.preghy.2016.08.240,Cardiovascular
2284,10.1016/j.jacc.2016.07.768,Cardiovascular
2285,10.1097/mca.0000000000000458,Cardiovascular
2286,10.1016/s0140-6736(16)32052-9,Cardiovascular
2287,10.1111/liv.13284,Cardiovascular
2288,10.3171/2016.8.jns16408,Cardiovascular
2289,10.1038/nrcardio.2016.185,Cardiovascular
2290,10.1056/nejmoa1610227,"Cardiovascular, Surgical Innovation and Evaluation"
2291,10.1161/atvbaha.116.308362,Dementia and Cerebrovascular disease
2292,10.1016/s1474-4422(16)30236-8,Dementia and Cerebrovascular Disease
2293,10.1212/wnl.0000000000003183,Prevention and Population Care
2294,10.14814/phy2.12944,Diabetes
2295,10.1371/journal.pmed.1002179,Diabetes
2296,10.1001/jama.2016.14568,Diabetes
2297,10.1038/ncomms13357,Diabetes
2298,10.1194/jlr.p065250,Diabetes
2299,10.1038/ng.3643,Diabetes
2300,10.1097/mot.0000000000000352,Surgical Innovation and Evaluation
2301,10.1126/scitranslmed.aag1974,Diabetes
2302,10.7554/elife.19089,Functional Neurosciences and Imaging
2303,10.1002/mds.26759,Functional Neurosciences and Imaging
2304,10.1016/j.yebeh.2016.07.026,Functional Neurosciences and Imaging
2305,10.1136/jnnp-2016-313297,Functional Neurosciences and Imaging
2306,10.1016/s1473-3099(16)30413-3,Infection
2307,10.1016/j.cmi.2016.10.014,Infection
2308,10.1128/aac.01130-16,Infection
2309,10.1038/nmicrobiol.2016.67,Infection
2310,10.1128/aac.00464-16,Infection
2312,10.1093/qjmed/hcx116,Infection
2313,10.1073/pnas.1520255113,Infection
2314,10.1111/camh.12205,Patient and Public Involvement
2315,10.4244/eijv12i10a202,Cardiovascular
2316,10.1002/ange.201610816,Vaccines
2317,10.1016/j.vaccine.2016.10.038,Vaccines
2318,10.1097/inf.0000000000001497,Vaccines
2319,10.1016/j.jinf.2016.10.006,"Infection, Vaccines"
2320,10.1016/j.vaccine.2016.10.007,Vaccines
2321,10.1128/cvi.00430-16,Vaccines
2322,10.1371/journal.pone.0165384,Vaccines
2323,10.1038/srep35842,Vaccines
2324,10.1136/bmjopen-2016-012356,Vaccines
2325,10.1155/2016/9139537,Vaccines
2326,10.1016/s0140-6736(15)01091-0,Other BRC Funded Work
2327,10.1016/j.ijcard.2016.10.024,Cardiovascular
2328,10.1016/j.celrep.2016.12.054,Blood
2330,10.1182/blood-2016-10-696005,Blood
2331,10.1111/bjh.14488,Blood
2333,10.3324/haematol.2016.152025,Blood
2335,10.1002/ajh.24617,Blood
2336,10.1002/14651858.cd011305.pub2,Blood
2337,10.1002/14651858.cd012545,Blood
2338,10.1111/bjh.14434,Blood
2339,10.1371/journal.pmed.1002230,"Prevention and Population Care, Genomic Medicine"
2340,10.1186/s12885-015-1062-y,Cancer
2341,10.1093/brain/aww350,Functional Neurosciences and Imaging
2342,10.1038/bjc.2017.21,Cancer
2343,10.18632/oncotarget.14910,Cancer
2344,10.1038/bjc.2017.36,Cancer
2346,10.1016/j.freeradbiomed.2017.01.012,Cardiovascular
2347,10.1016/j.jacep.2016.04.009,Cardiovascular
2349,10.1016/j.jacc.2016.11.068,Cardiovascular
2352,10.1161/circimaging.116.005207,Cardiovascular
2355,10.1161/strokeaha.116.014707,Cardiovascular
2357,10.1186/s12961-016-0163-7,Cardiovascular
2359,10.1186/s12968-016-0318-2,Cardiovascular
2360,10.12688/wellcomeopenres.11135.1,Immunity and Inflammation
2361,10.1186/s12968-017-0327-9,Cardiovascular
2362,10.1212/wnl.0000000000003765,Cardiovascular
2363,10.1016/j.joa.2016.05.006,Cardiovascular
2365,10.1016/j.jacc.2016.11.056,Cardiovascular
2366,10.1002/acn3.388,Cardiovascular
2367,10.1136/jnnp-2016-314005,Functional Neurosciences and Imaging
2368,10.1016/s1473-3099(17)30274-8,Infection
2369,10.1021/acs.analchem.6b05037,Dementia and Cerebrovascular disease
2370,10.1093/brain/aww260,Dementia and Cerebrovascular Disease
2371,10.1002/ana.24840,Dementia and Cerebrovascular Disease
2372,10.1016/s1474-4422(16)30332-5,Dementia and Cerebrovascular Disease
2373,10.1093/cercor/bhw340,Functional Neurosciences and Imaging
2374,10.1093/brain/aww286,Functional Neurosciences and Imaging
2375,10.1038/srep41603,Functional Neurosciences and Imaging
2376,10.1016/j.neuroimage.2016.12.072,Functional Neurosciences and Imaging
2377,10.1136/jnnp-2016-314991,Functional Neurosciences and Imaging
2378,10.1093/hmg/ddw412,Functional Neurosciences and Imaging
2379,10.1016/j.neurobiolaging.2016.10.002,Functional Neurosciences and Imaging
2380,10.1172/jci.insight.92061,Genomic Medicine
2381,10.1172/jci.insight.91103,Genomic Medicine
2382,10.1172/jci.insight.91079,Genomic Medicine
2383,10.1136/annrheumdis-2016-210175,Immunity and Inflammation
2384,10.12688/f1000research.9828.1,Immunity and Inflammation
2385,10.1371/journal.pntd.0005263,Immunity and Inflammation
2386,10.1016/j.immuni.2018.04.028,Immunity and Inflammation
2387,10.1089/aid.2016.0198,Immunity and Inflammation
2388,10.1097/qad.0000000000001382,Immunity and Inflammation
2389,10.1097/qai.0000000000001220,Immunity and Inflammation
2390,10.1212/wnl.0000000000003491,Immunity and Inflammation
2391,10.1371/journal.pgen.1006643,Immunity and Inflammation
2392,10.1016/j.humimm.2017.01.006,Pathology and Bioresources
2394,10.1093/cid/ciw754,Infection
2395,10.1128/aac.01823-16,Infection
2396,10.3389/fmicb.2017.00182,Infection
2397,10.1128/aac.02169-16,Infection
2398,10.1093/bioinformatics/btw587,Molecular Diagnostics
2399,10.1016/j.jpeds.2016.09.059,Diabetes
2400,10.1016/j.ajhg.2017.01.011,Diabetes
2401,10.1111/dom.12786,Diabetes
2402,10.1038/nature21039,Diabetes
2403,10.1681/asn.2016020231,Diabetes
2404,10.1097/tp.0000000000001536,Diabetes
2406,10.1016/j.neuroimage.2016.08.061,Cognitive Health
2407,10.1002/hbm.23357,Cognitive Health
2408,10.1016/j.neuroimage.2017.03.031,Cognitive Health
2410,10.1038/eye.2016.280,Surgical Innovation and Evaluation
2411,10.1016/j.omtn.2016.12.006,Surgical Innovation and Evaluation
2412,10.1001/jamaophthalmol.2016.5630,Surgical Innovation and Evaluation
2413,10.1148/radiol.2016152299,Translational Physiology
2414,10.1152/japplphysiol.00318.2016,Translational Physiology
2415,10.1183/13993003.01787-2016,Translational Physiology
2416,10.7554/elife.21749,"Cardiovascular, Translational Physiology"
2417,10.12688/f1000research.9701.1,Vaccines
2419,10.1016/j.vaccine.2016.11.009,Vaccines
2420,10.1016/j.radonc.2017.01.008,Prevention and Population Care
2421,10.1186/s12961-017-0177-9,Other BRC Funded Work
